country,date,temp_c,load_gw
Great Britain,2021-01-01,0.86,32.110
Great Britain,2021-01-04,2.59,37.401
Great Britain,2021-01-05,2.17,38.024
Great Britain,2021-01-06,1.44,38.359
Great Britain,2021-01-07,-0.98,38.696
Great Britain,2021-01-08,-0.07,38.388
Great Britain,2021-01-11,5.69,37.165
Great Britain,2021-01-12,4.86,36.892
Great Britain,2021-01-13,3.85,37.313
Great Britain,2021-01-14,3.97,37.477
Great Britain,2021-01-15,0.53,37.879
Great Britain,2021-01-18,4.77,36.441
Great Britain,2021-01-19,9.08,35.724
Great Britain,2021-01-20,9.11,35.545
Great Britain,2021-01-21,4.61,36.961
Great Britain,2021-01-22,2.60,36.440
Great Britain,2021-01-25,0.48,38.066
Great Britain,2021-01-26,1.84,38.354
Great Britain,2021-01-27,6.78,36.377
Great Britain,2021-01-28,8.63,35.408
Great Britain,2021-01-29,7.99,34.661
Great Britain,2021-02-01,2.67,37.248
Great Britain,2021-02-02,6.63,37.182
Great Britain,2021-02-03,6.47,36.557
Great Britain,2021-02-04,5.46,36.709
Great Britain,2021-02-05,6.16,35.680
Great Britain,2021-02-08,-0.76,39.471
Great Britain,2021-02-09,-1.29,39.993
Great Britain,2021-02-10,-2.32,39.552
Great Britain,2021-02-11,-3.54,40.489
Great Britain,2021-02-12,-1.96,40.137
Great Britain,2021-02-15,8.25,36.270
Great Britain,2021-02-16,8.89,35.118
Great Britain,2021-02-17,8.51,35.121
Great Britain,2021-02-18,7.86,34.620
Great Britain,2021-02-19,7.91,34.581
Great Britain,2021-02-22,8.55,33.730
Great Britain,2021-02-23,9.45,33.632
Great Britain,2021-02-24,12.30,32.735
Great Britain,2021-02-25,8.61,33.193
Great Britain,2021-02-26,4.97,33.451
Great Britain,2021-03-01,4.55,34.425
Great Britain,2021-03-02,3.94,34.775
Great Britain,2021-03-03,4.61,35.193
Great Britain,2021-03-04,4.59,35.380
Great Britain,2021-03-05,3.23,35.195
Great Britain,2021-03-08,4.03,34.995
Great Britain,2021-03-09,5.69,34.951
Great Britain,2021-03-10,7.53,35.359
Great Britain,2021-03-11,8.07,34.810
Great Britain,2021-03-12,6.12,33.920
Great Britain,2021-03-15,7.97,34.042
Great Britain,2021-03-16,8.93,33.757
Great Britain,2021-03-17,6.34,33.844
Great Britain,2021-03-18,6.79,33.961
Great Britain,2021-03-19,7.72,32.905
Great Britain,2021-03-22,6.77,33.017
Great Britain,2021-03-23,7.28,33.415
Great Britain,2021-03-24,8.15,33.217
Great Britain,2021-03-25,7.81,32.472
Great Britain,2021-03-26,7.86,32.316
Great Britain,2021-03-29,11.67,31.434
Great Britain,2021-03-30,11.60,31.000
Great Britain,2021-03-31,13.46,29.912
Great Britain,2021-04-01,8.91,30.474
Great Britain,2021-04-02,6.04,29.059
Great Britain,2021-04-05,4.75,29.249
Great Britain,2021-04-06,2.20,33.628
Great Britain,2021-04-07,2.24,34.660
Great Britain,2021-04-08,6.46,33.087
Great Britain,2021-04-09,6.79,32.656
Great Britain,2021-04-12,3.08,33.467
Great Britain,2021-04-13,4.68,33.516
Great Britain,2021-04-14,5.81,32.893
Great Britain,2021-04-15,4.81,33.076
Great Britain,2021-04-16,5.22,32.466
Great Britain,2021-04-19,8.48,31.505
Great Britain,2021-04-20,9.35,31.302
Great Britain,2021-04-21,8.63,31.757
Great Britain,2021-04-22,6.98,31.736
Great Britain,2021-04-23,8.53,30.605
Great Britain,2021-04-26,7.44,31.328
Great Britain,2021-04-27,8.22,31.827
Great Britain,2021-04-28,7.55,32.248
Great Britain,2021-04-29,6.42,32.592
Great Britain,2021-04-30,5.91,31.490
Great Britain,2021-05-03,7.76,29.911
Great Britain,2021-05-04,8.29,32.845
Great Britain,2021-05-05,6.08,32.923
Great Britain,2021-05-06,5.93,32.846
Great Britain,2021-05-07,7.55,31.586
Great Britain,2021-05-10,11.93,30.766
Great Britain,2021-05-11,10.57,30.760
Great Britain,2021-05-12,10.98,30.870
Great Britain,2021-05-13,10.62,30.505
Great Britain,2021-05-14,9.79,30.244
Great Britain,2021-05-17,10.73,30.611
Great Britain,2021-05-18,10.55,30.715
Great Britain,2021-05-19,10.65,30.682
Great Britain,2021-05-20,9.63,31.698
Great Britain,2021-05-21,10.71,31.784
Great Britain,2021-05-24,9.49,31.629
Great Britain,2021-05-25,10.25,31.623
Great Britain,2021-05-26,10.33,31.269
Great Britain,2021-05-27,12.66,30.338
Great Britain,2021-05-28,13.50,29.225
Great Britain,2021-05-31,14.75,26.369
Great Britain,2021-06-01,17.08,28.755
Great Britain,2021-06-02,17.96,29.218
Great Britain,2021-06-03,17.65,29.301
Great Britain,2021-06-04,14.26,28.922
Great Britain,2021-06-07,16.46,29.101
Great Britain,2021-06-08,16.63,29.586
Great Britain,2021-06-09,17.59,29.807
Great Britain,2021-06-10,18.32,29.971
Great Britain,2021-06-11,18.01,29.150
Great Britain,2021-06-14,18.62,29.243
Great Britain,2021-06-15,17.13,29.355
Great Britain,2021-06-16,19.30,30.125
Great Britain,2021-06-17,17.79,29.682
Great Britain,2021-06-18,14.26,29.290
Great Britain,2021-06-21,12.45,29.396
Great Britain,2021-06-22,12.75,29.604
Great Britain,2021-06-23,13.60,29.188
Great Britain,2021-06-24,15.19,29.575
Great Britain,2021-06-25,14.99,28.795
Great Britain,2021-06-28,16.20,28.815
Great Britain,2021-06-29,16.21,29.472
Great Britain,2021-06-30,14.56,29.081
Great Britain,2021-07-01,15.98,29.379
Great Britain,2021-07-02,17.24,28.650
Great Britain,2021-07-05,15.63,28.949
Great Britain,2021-07-06,14.76,29.328
Great Britain,2021-07-07,16.04,29.383
Great Britain,2021-07-08,16.36,29.141
Great Britain,2021-07-09,16.94,28.706
Great Britain,2021-07-12,16.22,28.478
Great Britain,2021-07-13,17.63,29.050
Great Britain,2021-07-14,17.80,29.497
Great Britain,2021-07-15,17.72,29.365
Great Britain,2021-07-16,18.25,28.841
Great Britain,2021-07-19,21.61,29.834
Great Britain,2021-07-20,21.87,30.251
Great Britain,2021-07-21,21.72,30.190
Great Britain,2021-07-22,21.27,29.833
Great Britain,2021-07-23,18.67,28.735
Great Britain,2021-07-26,18.93,28.384
Great Britain,2021-07-27,17.42,28.561
Great Britain,2021-07-28,15.98,28.300
Great Britain,2021-07-29,15.77,28.107
Great Britain,2021-07-30,15.50,27.861
Great Britain,2021-09-01,15.13,29.323
Great Britain,2021-09-02,15.41,29.455
Great Britain,2021-09-03,15.46,28.899
Great Britain,2021-09-06,19.07,29.547
Great Britain,2021-09-07,20.57,29.998
Great Britain,2021-09-08,21.00,30.262
Great Britain,2021-09-09,18.67,29.596
Great Britain,2021-09-10,18.01,29.351
Great Britain,2021-09-13,15.32,29.387
Great Britain,2021-09-14,15.50,29.524
Great Britain,2021-09-15,15.72,29.534
Great Britain,2021-09-16,15.70,29.726
Great Britain,2021-09-17,15.67,29.065
Great Britain,2021-09-20,14.53,29.090
Great Britain,2021-09-21,14.73,29.573
Great Britain,2021-09-22,14.63,29.461
Great Britain,2021-09-23,15.54,29.398
Great Britain,2021-09-24,16.30,29.307
Great Britain,2021-09-27,14.65,29.372
Great Britain,2021-09-28,12.48,30.030
Great Britain,2021-09-29,10.58,30.370
Great Britain,2021-09-30,12.20,31.044
Great Britain,2021-10-01,13.44,29.899
Great Britain,2021-10-04,11.76,31.086
Great Britain,2021-10-05,11.68,31.881
Great Britain,2021-10-06,11.70,31.591
Great Britain,2021-10-07,15.28,31.038
Great Britain,2021-10-08,15.57,30.331
Great Britain,2021-10-11,11.18,30.533
Great Britain,2021-10-12,11.50,31.234
Great Britain,2021-10-13,11.81,31.421
Great Britain,2021-10-14,12.25,31.538
Great Britain,2021-10-15,10.84,30.989
Great Britain,2021-10-18,13.31,31.708
Great Britain,2021-10-19,16.97,31.590
Great Britain,2021-10-20,13.64,31.423
Great Britain,2021-10-21,8.51,32.280
Great Britain,2021-10-22,8.69,32.167
Great Britain,2021-10-25,11.08,31.437
Great Britain,2021-10-26,11.89,32.109
Great Britain,2021-10-27,14.70,31.554
Great Britain,2021-10-28,13.80,31.335
Great Britain,2021-10-29,12.24,31.382
Great Britain,2021-11-01,8.87,33.256
Great Britain,2021-11-02,6.31,33.386
Great Britain,2021-11-03,5.66,34.152
Great Britain,2021-11-04,5.82,34.983
Great Britain,2021-11-05,5.75,34.708
Great Britain,2021-11-08,8.16,34.264
Great Britain,2021-11-09,12.22,33.246
Great Britain,2021-11-10,10.94,33.321
Great Britain,2021-11-11,10.26,33.597
Great Britain,2021-11-12,11.44,32.711
Great Britain,2021-11-15,9.00,33.179
Great Britain,2021-11-16,8.59,34.311
Great Britain,2021-11-17,8.08,34.151
Great Britain,2021-11-18,10.21,33.979
Great Britain,2021-11-19,11.10,33.198
Great Britain,2021-11-22,4.62,35.962
Great Britain,2021-11-23,4.70,36.514
Great Britain,2021-11-24,5.80,36.115
Great Britain,2021-11-25,3.45,36.302
Great Britain,2021-11-26,4.68,36.652
Great Britain,2021-11-29,0.61,38.698
Great Britain,2021-11-30,8.85,36.663
Great Britain,2021-12-01,6.85,36.639
Great Britain,2021-12-02,1.39,37.942
Great Britain,2021-12-03,5.10,36.894
Great Britain,2021-12-06,3.28,37.988
Great Britain,2021-12-07,3.90,39.116
Great Britain,2021-12-08,5.07,38.395
Great Britain,2021-12-09,5.12,37.922
Great Britain,2021-12-10,4.90,37.215
Great Britain,2021-12-13,9.72,35.138
Great Britain,2021-12-14,9.08,35.513
Great Britain,2021-12-15,9.84,34.785
Great Britain,2021-12-16,8.62,34.766
Great Britain,2021-12-17,6.35,34.730
Great Britain,2021-12-20,5.01,35.820
Great Britain,2021-12-21,2.91,36.250
Great Britain,2021-12-22,0.92,37.056
Great Britain,2021-12-23,6.40,34.799
Great Britain,2021-12-24,7.62,32.267
Great Britain,2021-12-27,7.44,30.691
Great Britain,2021-12-28,8.59,30.657
Great Britain,2021-12-29,9.25,31.411
Great Britain,2021-12-30,13.07,30.454
Great Britain,2021-12-31,12.78,29.105
Great Britain,2022-01-03,8.08,30.414
Great Britain,2022-01-04,3.72,35.523
Great Britain,2022-01-05,2.04,37.285
Great Britain,2022-01-06,1.59,38.377
Great Britain,2022-01-07,3.01,37.519
Great Britain,2022-01-10,5.39,37.220
Great Britain,2022-01-11,7.57,36.413
Great Britain,2022-01-12,4.20,36.997
Great Britain,2022-01-13,2.62,37.518
Great Britain,2022-01-14,1.64,36.822
Great Britain,2022-01-17,2.94,37.154
Great Britain,2022-01-18,2.55,38.001
Great Britain,2022-01-19,5.18,37.102
Great Britain,2022-01-20,1.47,37.978
Great Britain,2022-01-21,1.33,38.145
Great Britain,2022-01-24,3.07,37.076
Great Britain,2022-01-25,2.22,37.833
Great Britain,2022-01-26,4.57,37.626
Great Britain,2022-01-27,7.18,36.378
Great Britain,2022-01-28,5.02,36.446
Great Britain,2022-01-31,5.65,37.049
Great Britain,2022-02-01,9.13,36.075
Great Britain,2022-02-02,9.14,35.101
Great Britain,2022-02-03,8.19,34.988
Great Britain,2022-02-04,5.63,35.699
Great Britain,2022-02-07,5.89,36.428
Great Britain,2022-02-08,10.12,35.552
Great Britain,2022-02-09,8.52,34.976
Great Britain,2022-02-10,5.26,36.212
Great Britain,2022-02-11,3.10,36.386
Great Britain,2022-02-14,6.52,35.555
Great Britain,2022-02-15,5.97,36.323
Great Britain,2022-02-16,11.35,35.381
Great Britain,2022-02-17,7.33,35.103
Great Britain,2022-02-18,6.65,35.515
Great Britain,2022-02-21,6.55,36.291
Great Britain,2022-02-22,8.01,35.345
Great Britain,2022-02-23,6.57,35.869
Great Britain,2022-02-24,5.11,36.450
Great Britain,2022-02-25,5.37,35.178
Great Britain,2022-02-28,8.01,34.729
Great Britain,2022-03-01,6.72,35.164
Great Britain,2022-03-02,5.95,36.265
Great Britain,2022-03-03,7.61,35.202
Great Britain,2022-03-04,6.42,34.425
Great Britain,2022-03-07,3.47,35.756
Great Britain,2022-03-08,4.99,35.989
Great Britain,2022-03-09,8.75,34.656
Great Britain,2022-03-10,10.43,33.760
Great Britain,2022-03-11,9.63,33.577
Great Britain,2022-03-14,6.74,33.801
Great Britain,2022-03-15,7.67,33.769
Great Britain,2022-03-16,8.46,33.925
Great Britain,2022-03-17,6.66,34.031
Great Britain,2022-03-18,7.93,32.810
Great Britain,2022-03-21,6.50,33.114
Great Britain,2022-03-22,10.49,32.062
Great Britain,2022-03-23,10.52,31.548
Great Britain,2022-03-24,10.30,31.239
Great Britain,2022-03-25,9.33,30.460
Great Britain,2022-03-28,8.84,31.248
Great Britain,2022-03-29,8.58,31.978
Great Britain,2022-03-30,6.16,33.583
Great Britain,2022-03-31,3.13,34.868
Great Britain,2022-04-01,3.27,34.162
Great Britain,2022-04-04,9.13,33.144
Great Britain,2022-04-05,10.51,32.610
Great Britain,2022-04-06,9.72,32.445
Great Britain,2022-04-07,7.67,33.267
Great Britain,2022-04-08,5.15,32.431
Great Britain,2022-04-11,9.78,31.360
Great Britain,2022-04-12,11.66,31.448
Great Britain,2022-04-13,11.93,30.612
Great Britain,2022-04-14,11.45,29.909
Great Britain,2022-04-15,13.24,26.880
Great Britain,2022-04-18,10.48,26.128
Great Britain,2022-04-19,9.89,29.202
Great Britain,2022-04-20,10.71,29.603
Great Britain,2022-04-21,10.93,29.568
Great Britain,2022-04-22,10.82,29.319
Great Britain,2022-04-25,8.92,29.856
Great Britain,2022-04-26,9.34,30.224
Great Britain,2022-04-27,8.08,30.933
Great Britain,2022-04-28,8.45,30.992
Great Britain,2022-04-29,8.55,30.229
Great Britain,2022-05-02,11.56,26.664
Great Britain,2022-05-03,11.41,29.691
Great Britain,2022-05-04,11.95,30.169
Great Britain,2022-05-05,12.74,29.806
Great Britain,2022-05-06,13.63,28.996
Great Britain,2022-05-09,13.82,28.919
Great Britain,2022-05-10,14.77,29.127
Great Britain,2022-05-11,12.32,29.387
Great Britain,2022-05-12,11.81,29.183
Great Britain,2022-05-13,13.73,28.477
Great Britain,2022-05-16,15.42,29.056
Great Britain,2022-05-17,17.11,29.190
Great Britain,2022-05-18,15.77,29.311
Great Britain,2022-05-19,15.28,28.832
Great Britain,2022-05-20,13.00,28.497
Great Britain,2022-05-23,13.27,27.865
Great Britain,2022-05-24,12.05,28.673
Great Britain,2022-05-25,12.83,29.249
Great Britain,2022-05-26,14.39,29.086
Great Britain,2022-05-27,13.65,28.056
Great Britain,2022-05-30,10.39,27.463
Great Britain,2022-05-31,10.80,28.131
Great Britain,2022-06-01,11.88,27.661
Great Britain,2022-06-02,13.47,25.050
Great Britain,2022-06-03,14.99,24.902
Great Britain,2022-06-06,13.12,28.432
Great Britain,2022-06-07,15.00,28.586
Great Britain,2022-06-08,15.77,28.531
Great Britain,2022-06-09,14.69,28.691
Great Britain,2022-06-10,16.73,28.338
Great Britain,2022-06-13,14.22,27.607
Great Britain,2022-06-14,15.45,28.049
Great Britain,2022-06-15,17.15,28.331
Great Britain,2022-06-16,18.72,28.866
Great Britain,2022-06-17,21.70,28.890
Great Britain,2022-06-20,15.00,27.724
Great Britain,2022-06-21,16.48,27.398
Great Britain,2022-06-22,17.87,28.364
Great Britain,2022-06-23,18.29,27.667
Great Britain,2022-06-24,17.72,27.095
Great Britain,2022-06-27,14.61,27.220
Great Britain,2022-06-28,15.26,27.889
Great Britain,2022-06-29,16.07,27.992
Great Britain,2022-06-30,14.99,27.195
Great Britain,2022-07-01,14.76,26.813
Great Britain,2022-07-04,15.29,27.794
Great Britain,2022-07-05,15.63,27.575
Great Britain,2022-07-06,17.42,28.219
Great Britain,2022-07-07,18.29,28.279
Great Britain,2022-07-08,18.91,27.917
Great Britain,2022-07-11,22.17,28.303
Great Britain,2022-07-12,22.66,29.014
Great Britain,2022-07-13,20.28,29.083
Great Britain,2022-07-14,17.54,28.331
Great Britain,2022-07-15,17.58,27.767
Great Britain,2022-07-18,26.23,29.162
Great Britain,2022-07-19,27.87,30.578
Great Britain,2022-07-20,20.57,29.835
Great Britain,2022-07-21,18.60,28.473
Great Britain,2022-07-22,17.50,27.236
Great Britain,2022-07-25,18.38,27.871
Great Britain,2022-07-26,16.33,27.259
Great Britain,2022-07-27,16.32,27.018
Great Britain,2022-07-28,17.18,27.052
Great Britain,2022-07-29,18.58,26.668
Great Britain,2022-09-01,17.64,27.642
Great Britain,2022-09-02,17.86,27.403
Great Britain,2022-09-05,18.97,28.111
Great Britain,2022-09-06,17.21,28.386
Great Britain,2022-09-07,16.78,28.280
Great Britain,2022-09-08,15.50,28.114
Great Britain,2022-09-09,15.64,27.465
Great Britain,2022-09-12,18.34,27.714
Great Britain,2022-09-13,15.61,28.075
Great Britain,2022-09-14,15.25,27.903
Great Britain,2022-09-15,14.07,28.247
Great Britain,2022-09-16,11.65,27.766
Great Britain,2022-09-19,12.81,24.378
Great Britain,2022-09-20,13.60,27.403
Great Britain,2022-09-21,14.55,28.013
Great Britain,2022-09-22,14.40,27.803
Great Britain,2022-09-23,13.97,27.050
Great Britain,2022-09-26,12.00,28.817
Great Britain,2022-09-27,10.16,29.470
Great Britain,2022-09-28,9.77,29.172
Great Britain,2022-09-29,10.84,28.799
Great Britain,2022-09-30,11.07,29.308
Great Britain,2022-10-03,12.13,28.441
Great Britain,2022-10-04,15.10,28.938
Great Britain,2022-10-05,14.69,28.697
Great Britain,2022-10-06,12.84,29.045
Great Britain,2022-10-07,13.50,28.545
Great Britain,2022-10-10,11.29,29.290
Great Britain,2022-10-11,9.39,29.973
Great Britain,2022-10-12,11.27,30.056
Great Britain,2022-10-13,11.89,29.626
Great Britain,2022-10-14,11.62,28.962
Great Britain,2022-10-17,14.24,29.134
Great Britain,2022-10-18,10.68,29.390
Great Britain,2022-10-19,12.42,29.747
Great Britain,2022-10-20,13.04,29.857
Great Britain,2022-10-21,13.74,28.981
Great Britain,2022-10-24,12.87,28.830
Great Britain,2022-10-25,12.96,29.161
Great Britain,2022-10-26,15.21,29.164
Great Britain,2022-10-27,15.27,29.355
Great Britain,2022-10-28,14.85,28.337
Great Britain,2022-10-31,13.34,29.289
Great Britain,2022-11-01,11.71,30.321
Great Britain,2022-11-02,10.98,30.878
Great Britain,2022-11-03,9.54,30.641
Great Britain,2022-11-04,7.79,30.482
Great Britain,2022-11-07,12.02,30.952
Great Britain,2022-11-08,12.01,30.944
Great Britain,2022-11-09,10.58,31.140
Great Britain,2022-11-10,12.97,31.244
Great Britain,2022-11-11,13.93,30.463
Great Britain,2022-11-14,10.71,30.735
Great Britain,2022-11-15,10.34,31.364
Great Britain,2022-11-16,8.41,31.448
Great Britain,2022-11-17,8.89,32.035
Great Britain,2022-11-18,8.21,31.450
Great Britain,2022-11-21,5.19,33.466
Great Britain,2022-11-22,5.69,32.806
Great Britain,2022-11-23,7.33,33.062
Great Britain,2022-11-24,8.29,32.903
Great Britain,2022-11-25,8.07,32.263
Great Britain,2022-11-28,6.72,32.294
Great Britain,2022-11-29,5.47,32.632
Great Britain,2022-11-30,5.53,33.108
Great Britain,2022-12-01,4.79,33.546
Great Britain,2022-12-02,4.71,34.112
Great Britain,2022-12-05,5.85,34.688
Great Britain,2022-12-06,3.66,35.173
Great Britain,2022-12-07,0.61,36.277
Great Britain,2022-12-08,-1.68,37.341
Great Britain,2022-12-09,-1.95,36.766
Great Britain,2022-12-12,-0.96,37.844
Great Britain,2022-12-13,-1.79,38.389
Great Britain,2022-12-14,-2.17,38.879
Great Britain,2022-12-15,-3.12,39.506
Great Britain,2022-12-16,-2.41,38.506
Great Britain,2022-12-19,11.41,34.379
Great Britain,2022-12-20,8.62,33.353
Great Britain,2022-12-21,6.60,33.537
Great Britain,2022-12-22,6.74,32.924
Great Britain,2022-12-23,7.36,31.294
Great Britain,2022-12-26,5.24,26.552
Great Britain,2022-12-27,5.49,28.681
Great Britain,2022-12-28,9.20,29.261
Great Britain,2022-12-29,7.13,29.724
Great Britain,2022-12-30,8.53,29.672
Great Britain,2023-01-02,4.60,28.862
Great Britain,2023-01-03,7.11,32.666
Great Britain,2023-01-04,11.19,31.974
Great Britain,2023-01-05,9.98,32.149
Great Britain,2023-01-06,8.71,31.882
Great Britain,2023-01-09,5.45,33.822
Great Britain,2023-01-10,7.98,34.674
Great Britain,2023-01-11,7.73,34.172
Great Britain,2023-01-12,9.53,33.863
Great Britain,2023-01-13,6.92,33.379
Great Britain,2023-01-16,1.22,35.934
Great Britain,2023-01-17,-2.06,37.844
Great Britain,2023-01-18,-0.03,38.096
Great Britain,2023-01-19,-0.05,37.664
Great Britain,2023-01-20,1.45,36.568
Great Britain,2023-01-23,0.68,37.032
Great Britain,2023-01-24,2.41,36.929
Great Britain,2023-01-25,2.82,36.960
Great Britain,2023-01-26,3.99,36.083
Great Britain,2023-01-27,3.50,35.514
Great Britain,2023-01-30,6.11,34.348
Great Britain,2023-01-31,6.55,34.556
Great Britain,2023-02-01,6.61,34.242
Great Britain,2023-02-02,8.17,33.745
Great Britain,2023-02-03,9.44,32.396
Great Britain,2023-02-06,2.04,34.710
Great Britain,2023-02-07,2.06,34.934
Great Britain,2023-02-08,1.58,35.562
Great Britain,2023-02-09,3.31,34.805
Great Britain,2023-02-10,3.76,34.460
Great Britain,2023-02-13,5.39,32.892
Great Britain,2023-02-14,5.00,33.929
Great Britain,2023-02-15,6.26,33.410
Great Britain,2023-02-16,9.02,32.601
Great Britain,2023-02-17,11.11,31.599
Great Britain,2023-02-20,9.58,31.941
Great Britain,2023-02-21,8.48,32.259
Great Britain,2023-02-22,6.06,32.675
Great Britain,2023-02-23,5.20,33.368
Great Britain,2023-02-24,5.18,33.230
Great Britain,2023-02-27,4.13,34.153
Great Britain,2023-02-28,4.96,34.298
Great Britain,2023-03-01,5.41,34.339
Great Britain,2023-03-02,4.39,34.212
Great Britain,2023-03-03,4.00,33.862
Great Britain,2023-03-06,3.90,34.737
Great Britain,2023-03-07,2.07,34.773
Great Britain,2023-03-08,0.58,36.347
Great Britain,2023-03-09,3.57,36.233
Great Britain,2023-03-10,2.91,35.156
Great Britain,2023-03-13,10.76,32.468
Great Britain,2023-03-14,4.99,33.741
Great Britain,2023-03-15,3.34,34.685
Great Britain,2023-03-16,9.80,32.662
Great Britain,2023-03-17,10.53,31.021
Great Britain,2023-03-20,9.69,31.531
Great Britain,2023-03-21,10.61,31.309
Great Britain,2023-03-22,10.74,31.124
Great Britain,2023-03-23,9.92,30.801
Great Britain,2023-03-24,9.21,30.362
Great Britain,2023-03-27,4.73,31.808
Great Britain,2023-03-28,6.79,32.654
Great Britain,2023-03-29,11.04,31.816
Great Britain,2023-03-30,11.41,30.293
Great Britain,2023-03-31,10.21,30.381
Great Britain,2023-04-03,5.23,31.256
Great Britain,2023-04-04,5.82,31.225
Great Britain,2023-04-05,7.18,31.320
Great Britain,2023-04-06,9.07,30.087
Great Britain,2023-04-07,7.65,27.118
Great Britain,2023-04-10,10.15,26.402
Great Britain,2023-04-11,8.16,30.070
Great Britain,2023-04-12,6.59,31.478
Great Britain,2023-04-13,7.69,30.489
Great Britain,2023-04-14,6.48,30.615
Great Britain,2023-04-17,10.78,29.714
Great Britain,2023-04-18,8.96,30.372
Great Britain,2023-04-19,9.67,30.122
Great Britain,2023-04-20,8.59,29.847
Great Britain,2023-04-21,7.90,30.033
Great Britain,2023-04-24,7.13,31.299
Great Britain,2023-04-25,5.71,31.125
Great Britain,2023-04-26,7.32,30.878
Great Britain,2023-04-27,8.76,31.321
Great Britain,2023-04-28,11.75,29.551
Great Britain,2023-05-01,11.64,26.172
Great Britain,2023-05-02,10.47,28.746
Great Britain,2023-05-03,9.60,28.946
Great Britain,2023-05-04,11.49,29.150
Great Britain,2023-05-05,13.04,28.428
Great Britain,2023-05-08,12.70,25.556
Great Britain,2023-05-09,13.58,28.246
Great Britain,2023-05-10,11.88,28.531
Great Britain,2023-05-11,11.90,28.154
Great Britain,2023-05-12,11.14,27.800
Great Britain,2023-05-15,11.21,27.691
Great Britain,2023-05-16,10.72,28.674
Great Britain,2023-05-17,11.81,28.282
Great Britain,2023-05-18,13.02,27.724
Great Britain,2023-05-19,12.27,27.422
Great Britain,2023-05-22,13.78,26.857
Great Britain,2023-05-23,12.81,27.299
Great Britain,2023-05-24,13.72,27.320
Great Britain,2023-05-25,13.74,27.159
Great Britain,2023-05-26,13.19,26.474
Great Britain,2023-05-29,12.20,23.785
Great Britain,2023-05-30,12.50,26.520
Great Britain,2023-05-31,13.28,26.769
Great Britain,2023-06-01,12.89,26.842
Great Britain,2023-06-02,12.95,26.120
Great Britain,2023-06-05,13.11,26.402
Great Britain,2023-06-06,12.76,26.850
Great Britain,2023-06-07,13.56,27.187
Great Britain,2023-06-08,13.74,27.018
Great Britain,2023-06-09,16.06,26.650
Great Britain,2023-06-12,20.98,27.632
Great Britain,2023-06-13,20.05,27.871
Great Britain,2023-06-14,18.49,27.911
Great Britain,2023-06-15,18.99,27.800
Great Britain,2023-06-16,19.46,27.036
Great Britain,2023-06-19,18.34,27.418
Great Britain,2023-06-20,17.85,27.943
Great Britain,2023-06-21,18.47,27.715
Great Britain,2023-06-22,19.21,27.963
Great Britain,2023-06-23,19.22,27.402
Great Britain,2023-06-26,17.20,26.935
Great Britain,2023-06-27,17.35,27.411
Great Britain,2023-06-28,19.22,27.620
Great Britain,2023-06-29,17.06,27.296
Great Britain,2023-06-30,15.50,26.437
Great Britain,2023-07-03,14.45,26.502
Great Britain,2023-07-04,14.41,26.892
Great Britain,2023-07-05,14.67,26.920
Great Britain,2023-07-06,15.76,26.963
Great Britain,2023-07-07,19.70,27.360
Great Britain,2023-07-10,17.33,26.868
Great Britain,2023-07-11,17.65,27.168
Great Britain,2023-07-12,16.26,26.968
Great Britain,2023-07-13,16.46,26.997
Great Britain,2023-07-14,15.87,27.045
Great Britain,2023-07-17,15.69,26.791
Great Britain,2023-07-18,15.52,26.839
Great Britain,2023-07-19,16.72,27.092
Great Britain,2023-07-20,15.76,26.771
Great Britain,2023-07-21,15.22,26.213
Great Britain,2023-07-24,14.90,26.205
Great Britain,2023-07-25,14.56,26.177
Great Britain,2023-07-26,15.18,26.651
Great Britain,2023-07-27,18.27,27.086
Great Britain,2023-07-28,17.97,25.986
Great Britain,2023-07-31,17.02,26.228
Great Britain,2023-09-01,16.65,26.340
Great Britain,2023-09-04,19.34,27.817
Great Britain,2023-09-05,19.53,28.925
Great Britain,2023-09-06,20.61,29.005
Great Britain,2023-09-07,21.84,28.864
Great Britain,2023-09-08,21.92,28.117
Great Britain,2023-09-11,19.54,28.148
Great Britain,2023-09-12,16.87,28.089
Great Britain,2023-09-13,14.68,27.651
Great Britain,2023-09-14,16.15,27.595
Great Britain,2023-09-15,16.62,27.430
Great Britain,2023-09-18,15.66,28.032
Great Britain,2023-09-19,15.64,28.663
Great Britain,2023-09-20,16.86,29.118
Great Britain,2023-09-21,12.86,28.377
Great Britain,2023-09-22,11.80,27.705
Great Britain,2023-09-25,16.80,28.071
Great Britain,2023-09-26,15.97,28.755
Great Britain,2023-09-27,15.82,28.928
Great Britain,2023-09-28,15.73,28.503
Great Britain,2023-09-29,15.49,27.444
Great Britain,2023-10-02,15.70,27.995
Great Britain,2023-10-03,13.64,28.422
Great Britain,2023-10-04,13.40,28.404
Great Britain,2023-10-05,14.24,28.558
Great Britain,2023-10-06,16.46,27.846
Great Britain,2023-10-09,16.27,27.472
Great Britain,2023-10-10,16.28,28.207
Great Britain,2023-10-11,15.55,28.346
Great Britain,2023-10-12,12.47,28.774
Great Britain,2023-10-13,14.65,28.885
Great Britain,2023-10-16,7.10,30.528
Great Britain,2023-10-17,10.28,30.583
Great Britain,2023-10-18,12.20,31.021
Great Britain,2023-10-19,14.77,30.331
Great Britain,2023-10-20,12.96,30.234
Great Britain,2023-10-23,9.85,29.706
Great Britain,2023-10-24,9.83,30.185
